1|6|2|1.4.2023. 00:00:00|5.4.2023. 00:00:00|5|1|False|7|True|3
2|6|1|2.4.2023. 00:00:00|16.4.2023. 00:00:00|15|4|False|7|False|15
3|6|2|21.4.2023. 00:00:00|25.4.2023. 00:00:00|5|1|False|7|False|3
4|6|2|4.5.2023. 00:00:00|22.5.2023. 00:00:00|5|1|False|7|False|3
5|6|2|26.5.2023. 00:00:00|30.5.2023. 00:00:00|5|1|False|7|False|3
6|6|4|7.4.2023. 00:00:00|10.4.2023. 00:00:00|3|1|False|7|True|3
7|6|6|8.4.2023. 00:00:00|11.4.2023. 00:00:00|3|1|False|7|False|5
8|5|1|15.2.2023. 00:00:00|18.3.2023. 00:00:00|3|1|False|7|False|15
9|6|2|29.3.2023. 00:00:00|6.4.2023. 00:00:00|4|1|False|7|True|3
10|6|3|5.4.2023. 00:00:00|12.4.2023. 00:00:00|8|2|False|7|False|3
11|6|5|11.4.2023. 00:00:00|20.4.2023. 00:00:00|10|2|False|7|False|10
12|6|2|18.5.2023. 00:00:00|23.5.2023. 00:00:00|6|2|False|7|False|2
13|6|1|11.4.2023. 00:00:00|11.4.2023. 00:00:00|1|2|False|7|False|1
